,Problem,spc,n_formulae,n_atoms,n_clauses,n_literals,n_variables,full_file_name,problem_form,expected_szs,logic_order,equality,arithmetic,horness
151,CAT033+3.p, FOF_THM_RFO_SEQ,16909.0,113752.0,,,43661.0,TPTP-v9.0.0/Problems/CAT/CAT033+3.p,FOF,THM,RFO,SEQ,,
152,CAT027+3.p, FOF_THM_RFO_SEQ,11799.0,70752.0,,,29234.0,TPTP-v9.0.0/Problems/CAT/CAT027+3.p,FOF,THM,RFO,SEQ,,
153,CAT023+3.p, FOF_UNK_RFO_SEQ,11782.0,70570.0,,,29139.0,TPTP-v9.0.0/Problems/CAT/CAT023+3.p,FOF,UNK,RFO,SEQ,,
154,CAT037+3.p, FOF_UNK_RFO_SEQ,16922.0,113831.0,,,43699.0,TPTP-v9.0.0/Problems/CAT/CAT037+3.p,FOF,UNK,RFO,SEQ,,
155,CAT002-3.p, CNF_UNS_RFO_SEQ_NHN,,,23.0,47.0,37.0,TPTP-v9.0.0/Problems/CAT/CAT002-3.p,CNF,UNS,RFO,SEQ,NHN,
156,CAT016-3.p, CNF_UNS_RFO_SEQ_NHN,,,19.0,39.0,31.0,TPTP-v9.0.0/Problems/CAT/CAT016-3.p,CNF,UNS,RFO,SEQ,NHN,
157,CAT017-3.p, CNF_UNS_RFO_SEQ_NHN,,,19.0,39.0,31.0,TPTP-v9.0.0/Problems/CAT/CAT017-3.p,CNF,UNS,RFO,SEQ,NHN,
158,CAT003-3.p, CNF_UNS_RFO_SEQ_NHN,,,22.0,44.0,34.0,TPTP-v9.0.0/Problems/CAT/CAT003-3.p,CNF,UNS,RFO,SEQ,NHN,
159,CAT036+3.p, FOF_UNK_RFO_SEQ,16920.0,113815.0,,,43691.0,TPTP-v9.0.0/Problems/CAT/CAT036+3.p,FOF,UNK,RFO,SEQ,,
160,CAT022+3.p, FOF_THM_RFO_SEQ,11772.0,70475.0,,,29090.0,TPTP-v9.0.0/Problems/CAT/CAT022+3.p,FOF,THM,RFO,SEQ,,
161,CAT034+3.p, FOF_THM_RFO_SEQ,16913.0,113771.0,,,43671.0,TPTP-v9.0.0/Problems/CAT/CAT034+3.p,FOF,THM,RFO,SEQ,,
162,CAT015-3.p, CNF_SAT_RFO_EQU_NUE,,,19.0,41.0,34.0,TPTP-v9.0.0/Problems/CAT/CAT015-3.p,CNF,SAT,RFO,EQU,NUE,
163,CAT001-3.p, CNF_UNS_RFO_SEQ_NHN,,,22.0,44.0,34.0,TPTP-v9.0.0/Problems/CAT/CAT001-3.p,CNF,UNS,RFO,SEQ,NHN,
164,CAT020-2.p, CNF_SAT_RFO_EQU_NUE,,,7.0,11.0,11.0,TPTP-v9.0.0/Problems/CAT/CAT020-2.p,CNF,SAT,RFO,EQU,NUE,
165,CAT029+2.p, FOF_THM_RFO_SEQ,4069.0,18712.0,,,11049.0,TPTP-v9.0.0/Problems/CAT/CAT029+2.p,FOF,THM,RFO,SEQ,,
166,CAT028+2.p, FOF_THM_RFO_SEQ,4067.0,18683.0,,,11031.0,TPTP-v9.0.0/Problems/CAT/CAT028+2.p,FOF,THM,RFO,SEQ,,
167,CAT014-3.p, CNF_UNS_RFO_SEQ_NHN,,,19.0,39.0,31.0,TPTP-v9.0.0/Problems/CAT/CAT014-3.p,CNF,UNS,RFO,SEQ,NHN,
168,CAT021+3.p, FOF_THM_RFO_SEQ,11760.0,70342.0,,,29015.0,TPTP-v9.0.0/Problems/CAT/CAT021+3.p,FOF,THM,RFO,SEQ,,
169,CAT035+3.p, FOF_THM_RFO_SEQ,16916.0,113790.0,,,43680.0,TPTP-v9.0.0/Problems/CAT/CAT035+3.p,FOF,THM,RFO,SEQ,,
170,CAT018-1.p, CNF_UNS_RFO_SEQ_HRN,,,21.0,48.0,52.0,TPTP-v9.0.0/Problems/CAT/CAT018-1.p,CNF,UNS,RFO,SEQ,HRN,
171,CAT026+4.p, FOF_THM_RFO_SEQ,29101.0,198669.0,,,79413.0,TPTP-v9.0.0/Problems/CAT/CAT026+4.p,FOF,THM,RFO,SEQ,,
172,CAT032+4.p, FOF_THM_RFO_SEQ,29118.0,198899.0,,,79544.0,TPTP-v9.0.0/Problems/CAT/CAT032+4.p,FOF,THM,RFO,SEQ,,
173,CAT013-4.p, CNF_UNS_RFO_SEQ_HRN,,,13.0,23.0,19.0,TPTP-v9.0.0/Problems/CAT/CAT013-4.p,CNF,UNS,RFO,SEQ,HRN,
174,CAT012-4.p, CNF_UNS_RFO_SEQ_HRN,,,13.0,23.0,19.0,TPTP-v9.0.0/Problems/CAT/CAT012-4.p,CNF,UNS,RFO,SEQ,HRN,
175,CAT006-4.p, CNF_UNS_RFO_SEQ_HRN,,,15.0,27.0,21.0,TPTP-v9.0.0/Problems/CAT/CAT006-4.p,CNF,UNS,RFO,SEQ,HRN,
176,CAT033+4.p, FOF_THM_RFO_SEQ,42648.0,311610.0,,,119847.0,TPTP-v9.0.0/Problems/CAT/CAT033+4.p,FOF,THM,RFO,SEQ,,
177,CAT027+4.p, FOF_CAX_RFO_SEQ,29103.0,198695.0,,,79426.0,TPTP-v9.0.0/Problems/CAT/CAT027+4.p,FOF,CAX,RFO,SEQ,,
178,CAT019-1.p, CNF_UNS_RFO_SEQ_HRN,,,21.0,50.0,54.0,TPTP-v9.0.0/Problems/CAT/CAT019-1.p,CNF,UNS,RFO,SEQ,HRN,
179,CAT019-5.p, CNF_SAT_RFO_EQU_NUE,,,15.0,29.0,21.0,TPTP-v9.0.0/Problems/CAT/CAT019-5.p,CNF,SAT,RFO,EQU,NUE,
180,CAT031+4.p, FOF_THM_RFO_SEQ,29111.0,198809.0,,,79494.0,TPTP-v9.0.0/Problems/CAT/CAT031+4.p,FOF,THM,RFO,SEQ,,
181,CAT025+4.p, FOF_THM_RFO_SEQ,29093.0,198589.0,,,79371.0,TPTP-v9.0.0/Problems/CAT/CAT025+4.p,FOF,THM,RFO,SEQ,,
182,CAT010-4.p, CNF_UNS_RFO_SEQ_HRN,,,13.0,23.0,19.0,TPTP-v9.0.0/Problems/CAT/CAT010-4.p,CNF,UNS,RFO,SEQ,HRN,
183,CAT004-4.p, CNF_UNS_RFO_SEQ_HRN,,,17.0,31.0,25.0,TPTP-v9.0.0/Problems/CAT/CAT004-4.p,CNF,UNS,RFO,SEQ,HRN,
184,CAT005-4.p, CNF_UNS_RFO_SEQ_HRN,,,15.0,27.0,21.0,TPTP-v9.0.0/Problems/CAT/CAT005-4.p,CNF,UNS,RFO,SEQ,HRN,
185,CAT011-4.p, CNF_UNS_RFO_SEQ_HRN,,,13.0,23.0,19.0,TPTP-v9.0.0/Problems/CAT/CAT011-4.p,CNF,UNS,RFO,SEQ,HRN,
186,CAT024+4.p, FOF_UNK_RFO_SEQ,29087.0,198527.0,,,79339.0,TPTP-v9.0.0/Problems/CAT/CAT024+4.p,FOF,UNK,RFO,SEQ,,
187,CAT030+4.p, FOF_THM_RFO_SEQ,29107.0,198749.0,,,79458.0,TPTP-v9.0.0/Problems/CAT/CAT030+4.p,FOF,THM,RFO,SEQ,,
188,CAT034+4.p, FOF_THM_RFO_SEQ,42652.0,311629.0,,,119857.0,TPTP-v9.0.0/Problems/CAT/CAT034+4.p,FOF,THM,RFO,SEQ,,
189,CAT001-10.p, CNF_SAT_RFO_PEQ_UEQ,,,14.0,14.0,17.0,TPTP-v9.0.0/Problems/CAT/CAT001-10.p,CNF,SAT,RFO,PEQ,UEQ,
190,CAT015-4.p, CNF_SAT_RFO_EQU_NUE,,,13.0,25.0,22.0,TPTP-v9.0.0/Problems/CAT/CAT015-4.p,CNF,SAT,RFO,EQU,NUE,
191,CAT001-4.p, CNF_UNS_RFO_SEQ_HRN,,,16.0,28.0,22.0,TPTP-v9.0.0/Problems/CAT/CAT001-4.p,CNF,UNS,RFO,SEQ,HRN,
192,CAT014-4.p, CNF_UNS_RFO_SEQ_HRN,,,13.0,23.0,19.0,TPTP-v9.0.0/Problems/CAT/CAT014-4.p,CNF,UNS,RFO,SEQ,HRN,
193,CAT021+4.p, FOF_THM_RFO_SEQ,29064.0,198285.0,,,79207.0,TPTP-v9.0.0/Problems/CAT/CAT021+4.p,FOF,THM,RFO,SEQ,,
194,CAT035+4.p, FOF_THM_RFO_SEQ,42655.0,311648.0,,,119866.0,TPTP-v9.0.0/Problems/CAT/CAT035+4.p,FOF,THM,RFO,SEQ,,
195,CAT028+1.p, FOF_THM_RFO_SEQ,64.0,322.0,,,195.0,TPTP-v9.0.0/Problems/CAT/CAT028+1.p,FOF,THM,RFO,SEQ,,
196,CAT009-1.p, CNF_UNS_RFO_SEQ_HRN,,,20.0,47.0,52.0,TPTP-v9.0.0/Problems/CAT/CAT009-1.p,CNF,UNS,RFO,SEQ,HRN,
197,CAT023+4.p, FOF_CAX_RFO_SEQ,29086.0,198513.0,,,79331.0,TPTP-v9.0.0/Problems/CAT/CAT023+4.p,FOF,CAX,RFO,SEQ,,
198,CAT037+4.p, FOF_UNK_RFO_SEQ,42661.0,311689.0,,,119885.0,TPTP-v9.0.0/Problems/CAT/CAT037+4.p,FOF,UNK,RFO,SEQ,,
199,CAT002-4.p, CNF_UNS_RFO_SEQ_HRN,,,17.0,31.0,25.0,TPTP-v9.0.0/Problems/CAT/CAT002-4.p,CNF,UNS,RFO,SEQ,HRN,
200,CAT016-4.p, CNF_UNS_RFO_SEQ_HRN,,,13.0,23.0,19.0,TPTP-v9.0.0/Problems/CAT/CAT016-4.p,CNF,UNS,RFO,SEQ,HRN,
201,CAT017-4.p, CNF_UNS_RFO_SEQ_HRN,,,13.0,23.0,19.0,TPTP-v9.0.0/Problems/CAT/CAT017-4.p,CNF,UNS,RFO,SEQ,HRN,
202,CAT003-4.p, CNF_UNS_RFO_SEQ_HRN,,,16.0,28.0,22.0,TPTP-v9.0.0/Problems/CAT/CAT003-4.p,CNF,UNS,RFO,SEQ,HRN,
203,CAT036+4.p, FOF_UNK_RFO_SEQ,42659.0,311673.0,,,119877.0,TPTP-v9.0.0/Problems/CAT/CAT036+4.p,FOF,UNK,RFO,SEQ,,
204,CAT022+4.p, FOF_THM_RFO_SEQ,29076.0,198418.0,,,79282.0,TPTP-v9.0.0/Problems/CAT/CAT022+4.p,FOF,THM,RFO,SEQ,,
205,CAT008-1.p, CNF_UNS_RFO_SEQ_HRN,,,20.0,47.0,52.0,TPTP-v9.0.0/Problems/CAT/CAT008-1.p,CNF,UNS,RFO,SEQ,HRN,
206,CAT020-1.p, CNF_SAT_RFO_EQU_NUE,,,18.0,45.0,52.0,TPTP-v9.0.0/Problems/CAT/CAT020-1.p,CNF,SAT,RFO,EQU,NUE,
207,CAT029+1.p, FOF_THM_RFO_SEQ,60.0,215.0,,,144.0,TPTP-v9.0.0/Problems/CAT/CAT029+1.p,FOF,THM,RFO,SEQ,,
208,CAT024+1.p, FOF_UNK_RFO_SEQ,114.0,654.0,,,393.0,TPTP-v9.0.0/Problems/CAT/CAT024+1.p,FOF,UNK,RFO,SEQ,,
209,CAT030+1.p, FOF_THM_RFO_SEQ,65.0,237.0,,,154.0,TPTP-v9.0.0/Problems/CAT/CAT030+1.p,FOF,THM,RFO,SEQ,,
210,CAT005-1.p, CNF_UNS_RFO_SEQ_HRN,,,21.0,48.0,52.0,TPTP-v9.0.0/Problems/CAT/CAT005-1.p,CNF,UNS,RFO,SEQ,HRN,
211,CAT011-1.p, CNF_UNS_RFO_SEQ_HRN,,,19.0,46.0,52.0,TPTP-v9.0.0/Problems/CAT/CAT011-1.p,CNF,UNS,RFO,SEQ,HRN,
212,CAT010-1.p, CNF_UNS_RFO_SEQ_HRN,,,20.0,47.0,52.0,TPTP-v9.0.0/Problems/CAT/CAT010-1.p,CNF,UNS,RFO,SEQ,HRN,
213,CAT004-1.p, CNF_UNS_RFO_SEQ_HRN,,,24.0,55.0,58.0,TPTP-v9.0.0/Problems/CAT/CAT004-1.p,CNF,UNS,RFO,SEQ,HRN,
214,CAT031+1.p, FOF_THM_RFO_SEQ,65.0,284.0,,,186.0,TPTP-v9.0.0/Problems/CAT/CAT031+1.p,FOF,THM,RFO,SEQ,,
215,CAT025+1.p, FOF_THM_RFO_SEQ,49.0,173.0,,,99.0,TPTP-v9.0.0/Problems/CAT/CAT025+1.p,FOF,THM,RFO,SEQ,,
216,CAT033+1.p, FOF_THM_RFO_SEQ,53.0,163.0,,,90.0,TPTP-v9.0.0/Problems/CAT/CAT033+1.p,FOF,THM,RFO,SEQ,,
217,CAT027+1.p, FOF_THM_RFO_SEQ,65.0,311.0,,,185.0,TPTP-v9.0.0/Problems/CAT/CAT027+1.p,FOF,THM,RFO,SEQ,,
218,CAT012-1.p, CNF_UNS_RFO_SEQ_HRN,,,19.0,46.0,52.0,TPTP-v9.0.0/Problems/CAT/CAT012-1.p,CNF,UNS,RFO,SEQ,HRN,
219,CAT006-1.p, CNF_UNS_RFO_SEQ_HRN,,,21.0,48.0,52.0,TPTP-v9.0.0/Problems/CAT/CAT006-1.p,CNF,UNS,RFO,SEQ,HRN,
220,CAT002-10.p, CNF_SAT_RFO_PEQ_UEQ,,,15.0,15.0,20.0,TPTP-v9.0.0/Problems/CAT/CAT002-10.p,CNF,SAT,RFO,PEQ,UEQ,
221,CAT019-4.p, CNF_SAT_RFO_EQU_NUE,,,14.0,28.0,21.0,TPTP-v9.0.0/Problems/CAT/CAT019-4.p,CNF,SAT,RFO,EQU,NUE,
222,CAT018-4.p, CNF_UNS_RFO_SEQ_HRN,,,14.0,24.0,19.0,TPTP-v9.0.0/Problems/CAT/CAT018-4.p,CNF,UNS,RFO,SEQ,HRN,
223,CAT007-1.p, CNF_UNS_RFO_SEQ_HRN,,,20.0,47.0,52.0,TPTP-v9.0.0/Problems/CAT/CAT007-1.p,CNF,UNS,RFO,SEQ,HRN,
224,CAT013-1.p, CNF_UNS_RFO_SEQ_HRN,,,19.0,46.0,52.0,TPTP-v9.0.0/Problems/CAT/CAT013-1.p,CNF,UNS,RFO,SEQ,HRN,
225,CAT026+1.p, FOF_THM_RFO_SEQ,50.0,186.0,,,113.0,TPTP-v9.0.0/Problems/CAT/CAT026+1.p,FOF,THM,RFO,SEQ,,
226,CAT032+1.p, FOF_THM_RFO_SEQ,49.0,173.0,,,99.0,TPTP-v9.0.0/Problems/CAT/CAT032+1.p,FOF,THM,RFO,SEQ,,
227,CAT036+1.p, FOF_UNK_RFO_SEQ,137.0,652.0,,,357.0,TPTP-v9.0.0/Problems/CAT/CAT036+1.p,FOF,UNK,RFO,SEQ,,
228,CAT022+1.p, FOF_THM_RFO_SEQ,127.0,684.0,,,415.0,TPTP-v9.0.0/Problems/CAT/CAT022+1.p,FOF,THM,RFO,SEQ,,
229,CAT003-1.p, CNF_UNS_RFO_SEQ_HRN,,,23.0,52.0,55.0,TPTP-v9.0.0/Problems/CAT/CAT003-1.p,CNF,UNS,RFO,SEQ,HRN,
230,CAT029+4.p, FOF_THM_RFO_SEQ,29106.0,198739.0,,,79452.0,TPTP-v9.0.0/Problems/CAT/CAT029+4.p,FOF,THM,RFO,SEQ,,
231,CAT038^1.p, TH0_THM_EQU_NAR,3.0,2.0,,,1.0,TPTP-v9.0.0/Problems/CAT/CAT038^1.p,TH0,THM,EQU,NAR,,
232,CAT020-4.p, CNF_SAT_RFO_EQU_NUE,,,11.0,21.0,19.0,TPTP-v9.0.0/Problems/CAT/CAT020-4.p,CNF,SAT,RFO,EQU,NUE,
233,CAT009-4.p, CNF_UNS_RFO_SEQ_HRN,,,13.0,23.0,19.0,TPTP-v9.0.0/Problems/CAT/CAT009-4.p,CNF,UNS,RFO,SEQ,HRN,
234,CAT028+4.p, FOF_CAX_RFO_SEQ,29104.0,198710.0,,,79434.0,TPTP-v9.0.0/Problems/CAT/CAT028+4.p,FOF,CAX,RFO,SEQ,,
235,CAT019-6.rm,,,,,,,TPTP-v9.0.0/Problems/CAT/CAT019-6.rm,,,,,,
236,CAT002-1.p, CNF_UNS_RFO_SEQ_HRN,,,24.0,55.0,58.0,TPTP-v9.0.0/Problems/CAT/CAT002-1.p,CNF,UNS,RFO,SEQ,HRN,
237,CAT023+1.p, FOF_UNK_RFO_SEQ,132.0,701.0,,,409.0,TPTP-v9.0.0/Problems/CAT/CAT023+1.p,FOF,UNK,RFO,SEQ,,
238,CAT037+1.p, FOF_UNK_RFO_SEQ,191.0,987.0,,,544.0,TPTP-v9.0.0/Problems/CAT/CAT037+1.p,FOF,UNK,RFO,SEQ,,
239,CAT021+1.p, FOF_THM_RFO_SEQ,145.0,730.0,,,434.0,TPTP-v9.0.0/Problems/CAT/CAT021+1.p,FOF,THM,RFO,SEQ,,
240,CAT035+1.p, FOF_THM_RFO_SEQ,74.0,298.0,,,169.0,TPTP-v9.0.0/Problems/CAT/CAT035+1.p,FOF,THM,RFO,SEQ,,
241,CAT014-1.p, CNF_UNS_RFO_SEQ_HRN,,,19.0,46.0,52.0,TPTP-v9.0.0/Problems/CAT/CAT014-1.p,CNF,UNS,RFO,SEQ,HRN,
242,CAT019-10.p, CNF_SAT_RFO_PEQ_UEQ,,,18.0,18.0,32.0,TPTP-v9.0.0/Problems/CAT/CAT019-10.p,CNF,SAT,RFO,PEQ,UEQ,
243,CAT001-1.p, CNF_UNS_RFO_SEQ_HRN,,,23.0,52.0,55.0,TPTP-v9.0.0/Problems/CAT/CAT001-1.p,CNF,UNS,RFO,SEQ,HRN,
244,CAT034+1.p, FOF_THM_RFO_SEQ,96.0,388.0,,,211.0,TPTP-v9.0.0/Problems/CAT/CAT034+1.p,FOF,THM,RFO,SEQ,,
245,CAT019-3.p, CNF_UNS_RFO_SEQ_NHN,,,20.0,44.0,33.0,TPTP-v9.0.0/Problems/CAT/CAT019-3.p,CNF,UNS,RFO,SEQ,NHN,
246,CAT004-2.p, CNF_UNS_RFO_PEQ_NUE,,,14.0,26.0,17.0,TPTP-v9.0.0/Problems/CAT/CAT004-2.p,CNF,UNS,RFO,PEQ,NUE,
247,CAT025+2.p, FOF_THM_RFO_SEQ,4056.0,18562.0,,,10968.0,TPTP-v9.0.0/Problems/CAT/CAT025+2.p,FOF,THM,RFO,SEQ,,
248,CAT031+2.p, FOF_THM_RFO_SEQ,4074.0,18782.0,,,11091.0,TPTP-v9.0.0/Problems/CAT/CAT031+2.p,FOF,THM,RFO,SEQ,,
249,CAT030+2.p, FOF_THM_RFO_SEQ,4070.0,18722.0,,,11055.0,TPTP-v9.0.0/Problems/CAT/CAT030+2.p,FOF,THM,RFO,SEQ,,
250,CAT024+2.p, FOF_CSA_RFO_SEQ,4050.0,18500.0,,,10936.0,TPTP-v9.0.0/Problems/CAT/CAT024+2.p,FOF,CSA,RFO,SEQ,,
251,CAT011-2.p, CNF_UNS_RFO_PEQ_NUE,,,8.0,12.0,11.0,TPTP-v9.0.0/Problems/CAT/CAT011-2.p,CNF,UNS,RFO,PEQ,NUE,
252,CAT018-3.p, CNF_UNS_RFO_SEQ_NHN,,,20.0,40.0,31.0,TPTP-v9.0.0/Problems/CAT/CAT018-3.p,CNF,UNS,RFO,SEQ,NHN,
253,CAT032+2.p, FOF_THM_RFO_SEQ,4081.0,18872.0,,,11141.0,TPTP-v9.0.0/Problems/CAT/CAT032+2.p,FOF,THM,RFO,SEQ,,
254,CAT026+2.p, FOF_THM_RFO_SEQ,4064.0,18642.0,,,11010.0,TPTP-v9.0.0/Problems/CAT/CAT026+2.p,FOF,THM,RFO,SEQ,,
255,CAT027+2.p, FOF_THM_RFO_SEQ,4066.0,18668.0,,,11023.0,TPTP-v9.0.0/Problems/CAT/CAT027+2.p,FOF,THM,RFO,SEQ,,
256,CAT033+2.p, FOF_THM_RFO_SEQ,3802.0,17025.0,,,9801.0,TPTP-v9.0.0/Problems/CAT/CAT033+2.p,FOF,THM,RFO,SEQ,,
257,CAT002-2.p, CNF_SAT_RFO_EQU_NUE,,,14.0,26.0,17.0,TPTP-v9.0.0/Problems/CAT/CAT002-2.p,CNF,SAT,RFO,EQU,NUE,
258,CAT037+2.p, FOF_UNK_RFO_SEQ,3815.0,17104.0,,,9839.0,TPTP-v9.0.0/Problems/CAT/CAT037+2.p,FOF,UNK,RFO,SEQ,,
259,CAT023+2.p, FOF_UNK_RFO_SEQ,4049.0,18486.0,,,10928.0,TPTP-v9.0.0/Problems/CAT/CAT023+2.p,FOF,UNK,RFO,SEQ,,
260,CAT022+2.p, FOF_THM_RFO_SEQ,4039.0,18391.0,,,10879.0,TPTP-v9.0.0/Problems/CAT/CAT022+2.p,FOF,THM,RFO,SEQ,,
261,CAT036+2.p, FOF_UNK_RFO_SEQ,3813.0,17088.0,,,9831.0,TPTP-v9.0.0/Problems/CAT/CAT036+2.p,FOF,UNK,RFO,SEQ,,
262,CAT003-2.p, CNF_UNS_RFO_PEQ_NUE,,,13.0,21.0,14.0,TPTP-v9.0.0/Problems/CAT/CAT003-2.p,CNF,UNS,RFO,PEQ,NUE,
263,CAT038^2.p, TH0_THM_EQU_NAR,1.0,2.0,,,3.0,TPTP-v9.0.0/Problems/CAT/CAT038^2.p,TH0,THM,EQU,NAR,,
264,CAT029+3.p, FOF_THM_RFO_SEQ,11802.0,70796.0,,,29260.0,TPTP-v9.0.0/Problems/CAT/CAT029+3.p,FOF,THM,RFO,SEQ,,
265,CAT020-3.p, CNF_SAT_RFO_EQU_NUE,,,17.0,37.0,31.0,TPTP-v9.0.0/Problems/CAT/CAT020-3.p,CNF,SAT,RFO,EQU,NUE,
266,CAT001-2.p, CNF_SAT_RFO_EQU_NUE,,,13.0,21.0,14.0,TPTP-v9.0.0/Problems/CAT/CAT001-2.p,CNF,SAT,RFO,EQU,NUE,
267,CAT034+2.p, FOF_THM_RFO_SEQ,3806.0,17044.0,,,9811.0,TPTP-v9.0.0/Problems/CAT/CAT034+2.p,FOF,THM,RFO,SEQ,,
268,CAT035+2.p, FOF_THM_RFO_SEQ,3809.0,17063.0,,,9820.0,TPTP-v9.0.0/Problems/CAT/CAT035+2.p,FOF,THM,RFO,SEQ,,
269,CAT021+2.p, FOF_THM_RFO_SEQ,4027.0,18258.0,,,10804.0,TPTP-v9.0.0/Problems/CAT/CAT021+2.p,FOF,THM,RFO,SEQ,,
270,CAT014-2.p, CNF_UNS_RFO_PEQ_NUE,,,8.0,12.0,11.0,TPTP-v9.0.0/Problems/CAT/CAT014-2.p,CNF,UNS,RFO,PEQ,NUE,
271,CAT009-3.p, CNF_UNS_RFO_SEQ_NHN,,,19.0,39.0,31.0,TPTP-v9.0.0/Problems/CAT/CAT009-3.p,CNF,UNS,RFO,SEQ,NHN,
272,CAT028+3.p, FOF_THM_RFO_SEQ,11800.0,70767.0,,,29242.0,TPTP-v9.0.0/Problems/CAT/CAT028+3.p,FOF,THM,RFO,SEQ,,
273,ANA143_1.002.016.p, TF0_THM_EQU_ARI,8.0,33.0,,,9.0,TPTP-v9.0.0/Problems/ANA/ANA143_1.002.016.p,TF0,THM,EQU,ARI,,
274,ANA005-5.p, CNF_UNK_RFO_NEQ_NHN,,,24.0,48.0,47.0,TPTP-v9.0.0/Problems/ANA/ANA005-5.p,CNF,UNK,RFO,NEQ,NHN,
275,ANA013-1.p, CNF_UNS_RFO_SEQ_NHN,,,2785.0,6118.0,5802.0,TPTP-v9.0.0/Problems/ANA/ANA013-1.p,CNF,UNS,RFO,SEQ,NHN,
276,ANA007-1.p, CNF_UNS_RFO_SEQ_NHN,,,2784.0,6116.0,5799.0,TPTP-v9.0.0/Problems/ANA/ANA007-1.p,CNF,UNS,RFO,SEQ,NHN,
277,ANA006-1.p, CNF_SAT_RFO_EQU_NUE,,,14.0,27.0,27.0,TPTP-v9.0.0/Problems/ANA/ANA006-1.p,CNF,SAT,RFO,EQU,NUE,
278,ANA012-1.p, CNF_UNS_RFO_SEQ_NHN,,,2786.0,6119.0,5802.0,TPTP-v9.0.0/Problems/ANA/ANA012-1.p,CNF,UNS,RFO,SEQ,NHN,
279,ANA004-5.p, CNF_UNS_RFO_NEQ_NHN,,,16.0,32.0,27.0,TPTP-v9.0.0/Problems/ANA/ANA004-5.p,CNF,UNS,RFO,NEQ,NHN,
280,ANA143_1.008.032.p, TF0_THM_EQU_ARI,26.0,99.0,,,27.0,TPTP-v9.0.0/Problems/ANA/ANA143_1.008.032.p,TF0,THM,EQU,ARI,,
281,ANA004-1.p, CNF_UNS_RFO_SEQ_HRN,,,21.0,42.0,35.0,TPTP-v9.0.0/Problems/ANA/ANA004-1.p,CNF,UNS,RFO,SEQ,HRN,
282,ANA010-1.p, CNF_UNS_RFO_SEQ_NHN,,,2788.0,6124.0,5808.0,TPTP-v9.0.0/Problems/ANA/ANA010-1.p,CNF,UNS,RFO,SEQ,NHN,
283,ANA038-1.p, CNF_UNS_RFO_SEQ_NHN,,,2802.0,6155.0,5835.0,TPTP-v9.0.0/Problems/ANA/ANA038-1.p,CNF,UNS,RFO,SEQ,NHN,
284,ANA039-1.p, CNF_UNS_RFO_SEQ_NHN,,,1418.0,2698.0,2044.0,TPTP-v9.0.0/Problems/ANA/ANA039-1.p,CNF,UNS,RFO,SEQ,NHN,
285,ANA005-1.p, CNF_UNS_RFO_SEQ_HRN,,,21.0,42.0,35.0,TPTP-v9.0.0/Problems/ANA/ANA005-1.p,CNF,UNS,RFO,SEQ,HRN,
286,ANA134_1.004.032.p, TF0_THM_EQU_ARI,70.0,363.0,,,99.0,TPTP-v9.0.0/Problems/ANA/ANA134_1.004.032.p,TF0,THM,EQU,ARI,,
287,ANA143_1.004.016.p, TF0_THM_EQU_ARI,14.0,55.0,,,15.0,TPTP-v9.0.0/Problems/ANA/ANA143_1.004.016.p,TF0,THM,EQU,ARI,,
288,ANA029-1.p, CNF_UNS_RFO_SEQ_NHN,,,2809.0,6176.0,5879.0,TPTP-v9.0.0/Problems/ANA/ANA029-1.p,CNF,UNS,RFO,SEQ,NHN,
289,ANA001-1.p, CNF_UNK_RFO_NEQ_NHN,,,18.0,41.0,23.0,TPTP-v9.0.0/Problems/ANA/ANA001-1.p,CNF,UNK,RFO,NEQ,NHN,
290,ANA015-1.p, CNF_UNS_RFO_SEQ_NHN,,,2789.0,6126.0,5811.0,TPTP-v9.0.0/Problems/ANA/ANA015-1.p,CNF,UNS,RFO,SEQ,NHN,
291,ANA014-1.p, CNF_UNS_RFO_SEQ_NHN,,,2787.0,6121.0,5806.0,TPTP-v9.0.0/Problems/ANA/ANA014-1.p,CNF,UNS,RFO,SEQ,NHN,
292,ANA028-1.p, CNF_UNS_RFO_SEQ_NHN,,,2809.0,6176.0,5879.0,TPTP-v9.0.0/Problems/ANA/ANA028-1.p,CNF,UNS,RFO,SEQ,NHN,
293,ANA143_1.002.008.p, TF0_THM_EQU_ARI,8.0,33.0,,,9.0,TPTP-v9.0.0/Problems/ANA/ANA143_1.002.008.p,TF0,THM,EQU,ARI,,
294,ANA040-2.rm,,,8.0,5.0,,9.0,TPTP-v9.0.0/Problems/ANA/ANA040-2.rm,,,,,,
295,ANA143_1.008.128.p, TF0_THM_EQU_ARI,26.0,99.0,,,27.0,TPTP-v9.0.0/Problems/ANA/ANA143_1.008.128.p,TF0,THM,EQU,ARI,,
296,ANA016-1.p, CNF_UNS_RFO_SEQ_NHN,,,2789.0,6126.0,5810.0,TPTP-v9.0.0/Problems/ANA/ANA016-1.p,CNF,UNS,RFO,SEQ,NHN,
297,ANA002-1.p, CNF_UNS_RFO_NEQ_NHN,,,18.0,42.0,24.0,TPTP-v9.0.0/Problems/ANA/ANA002-1.p,CNF,UNS,RFO,NEQ,NHN,
298,ANA003-1.p, CNF_UNS_RFO_SEQ_HRN,,,21.0,42.0,35.0,TPTP-v9.0.0/Problems/ANA/ANA003-1.p,CNF,UNS,RFO,SEQ,HRN,
